,customerID,gender,age,tenure,PhoneService,InternetService,is_tv_subscriber,is_movie_package_subscriber,service_failure_count,bill_avg,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packetss,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Most_usable_protocol,Churn
0,7590-VHVEG,Female,48,1,No,FTTB,No,No,2,895.5,940973,6851956.0,9135942.0,29405.40625,39207.208333333336,TelegramChat,No
1,5575-GNVDE,Male,28,34,Yes,FTTB,No,No,1,1708.5,2091762,15231746.0,20308995.0,65367.5625,87156.75,POP3,No
2,3668-QPYBK,Male,38,2,Yes,FTTB,No,No,2,1615.5,1327606,9667331.0,12889776.0,41487.6875,55316.916666666664,APPLE_ICLOUD,Yes
3,7795-CFOCW,Male,22,45,No,FTTB,No,No,0,1269.0,2961551,21565356.0,28753808.0,92548.46875,123397.95833333333,MICROSOFT,No
4,9237-HQITU,Female,27,2,Yes,DSL,No,No,0,2121.0,896748,6529919.0,8706560.0,28023.375,37364.5,APPLE,Yes
5,9305-CDSKC,Female,36,8,Yes,DSL,Yes,Yes,2,2989.5,1408514,10256485.0,13675315.0,44016.0625,58688.083333333336,FACEBOOK,Yes
6,1452-KIOVK,Male,19,22,Yes,DSL,Yes,No,1,2673.0,1402753,10214535.0,13619381.0,43836.03125,58448.041666666664,MS_ONE_DRIVE,No
7,6713-OKOMC,Female,20,10,No,FTTB,No,No,2,892.5,2682192,19531126.0,26041501.0,83818.5,111758.0,TOR,No
8,7892-POOKP,Female,47,28,Yes,DSL,Yes,Yes,0,3144.0,1530965,11148146.0,14864196.0,47842.65625,63790.208333333336,YANDEX,Yes
9,6388-TABGU,Male,52,62,Yes,FTTB,No,No,0,1684.5,2948357,21469280.0,28625707.0,92136.15625,122848.20833333333,DNS,No
10,9763-GRSKD,Male,54,13,Yes,FTTB,No,No,2,1498.5,1220490,8887336.0,11849783.0,38140.3125,50853.75,UPNP,No
11,7469-LKBCI,Male,52,16,Yes,DOCSIS,No,No,2,568.5,2025718,14750828.0,19667771.0,63303.6875,84404.91666666667,HTTP,No
12,8091-TTVAX,Male,18,58,Yes,DSL,Yes,Yes,0,3010.5,2671715,19454834.0,25939780.0,83491.09375,111321.45833333333,MQTT,No
13,0280-XJGEX,Male,30,49,Yes,DSL,Yes,Yes,1,3111.0,1195254,8703574.0,11604765.0,37351.6875,49802.25,FTP,Yes
14,5129-JLPIS,Male,21,25,Yes,DSL,Yes,Yes,2,3165.0,2817828,20518797.0,27358396.0,88057.125,117409.5,SSL_NO_CERT,No
15,3655-SNQYZ,Female,26,69,Yes,DSL,Yes,Yes,0,3397.5,1445154,10523290.0,14031054.0,45161.0625,60214.75,NETFLIX,No
16,8191-XWSZG,Female,47,52,Yes,DOCSIS,No,No,0,619.5,2749496,20021218.0,26694958.0,85921.75,114562.33333333333,HTTP_PROXY,No
17,9959-WOFKT,Male,39,71,Yes,DSL,Yes,Yes,0,3201.0,1674782,12195390.0,16260520.0,52336.9375,69782.58333333333,IAX,No
18,4190-MFLUW,Female,29,10,Yes,FTTB,No,No,1,1656.0,1120008,8155649.0,10874199.0,35000.25,46667.0,OFFICE_365,Yes
19,4183-MYFRB,Female,21,21,Yes,DSL,No,Yes,2,2701.5,1946708,14175495.0,18900660.0,60834.625,81112.83333333333,TEAMVIEWER,No
20,8779-QRDMV,Male,62,1,No,FTTB,No,Yes,1,1189.5,837048,6095197.0,8126930.0,26157.75,34877.0,HTTP,Yes
21,1680-VDCWW,Male,36,12,Yes,DOCSIS,No,No,1,594.0,1747895,12727782.0,16970377.0,54621.71875,72828.95833333333,TOR,No
22,1066-JKSGK,Male,26,1,Yes,DOCSIS,No,No,1,604.5,1152623,8393144.0,11190859.0,36019.46875,48025.958333333336,OPENVPN,Yes
23,3638-WEABW,Female,57,58,Yes,FTTB,No,No,0,1797.0,2450850,17846545.0,23795393.0,76589.0625,102118.75,YANDEX,No
24,6322-HRPFA,Male,59,49,Yes,FTTB,No,No,2,1788.0,1243663,9056077.0,12074770.0,38864.46875,51819.291666666664,TelegramChat,No
25,6865-JZNKO,Female,25,30,Yes,FTTB,No,No,2,1659.0,2341557,17050697.0,22734264.0,73173.65625,97564.875,NETFLIX,No
26,6467-CHFZW,Male,58,47,Yes,DSL,Yes,Yes,2,2980.5,1706012,12422800.0,16563734.0,53312.875,71083.83333333333,YANDEX,Yes
27,8665-UTDHZ,Male,29,1,No,FTTB,No,No,1,906.0,1879509,13686166.0,18248222.0,58734.65625,78312.875,TWITCH,Yes
28,5248-YGIJN,Male,46,72,Yes,FTTB,Yes,Yes,0,2707.5,958006,6975986.0,9301316.0,29937.6875,39916.916666666664,SKYPE,No
29,8773-HHUOZ,Female,19,17,Yes,FTTB,Yes,Yes,0,1941.0,1315823,9581530.0,12775374.0,41119.46875,54825.958333333336,APPLE_ITUNES,Yes
30,3841-NFECX,Female,22,71,Yes,DSL,No,No,0,2890.5,1584041,11534634.0,15379513.0,49501.28125,66001.70833333333,UPNP,No
31,4929-XIHVW,Male,53,2,Yes,DSL,Yes,Yes,0,2865.0,1735501,12637532.0,16850043.0,54234.40625,72312.54166666667,GOOGLE,No
32,6827-IEAUQ,Female,39,27,Yes,FTTB,No,No,2,1984.5,2485841,18101341.0,24135122.0,77682.53125,103576.70833333333,RDP,No
33,7310-EGVHZ,Male,22,1,Yes,DOCSIS,No,No,2,606.0,2989105,21765998.0,29021331.0,93409.53125,124546.04166666667,WIKIPEDIA,No
34,3413-BMNZE,Male,26,1,Yes,FTTB,No,No,0,1357.5,1575906,11475397.0,15300530.0,49247.0625,65662.75,HTTP,No
35,6234-RAAPL,Female,27,72,Yes,DSL,Yes,No,2,2997.0,2374834,17293013.0,23057351.0,74213.5625,98951.41666666667,MICROSOFT,No
36,6047-YHPVI,Male,42,5,Yes,DSL,No,No,2,2091.0,862076,6277445.0,8369928.0,26939.875,35919.833333333336,POP3,Yes
37,6572-ADKRS,Female,43,46,Yes,DSL,No,No,1,2244.0,2776649,20218940.0,26958588.0,86770.28125,115693.70833333333,FTP,No
38,5380-WJKOV,Male,34,34,Yes,DSL,Yes,Yes,2,3190.5,1709122,12445446.0,16593929.0,53410.0625,71213.41666666667,NFS,Yes
39,8168-UQWWF,Female,35,11,Yes,DSL,Yes,Yes,0,2935.5,1464799,10666340.0,14221788.0,45774.96875,61033.291666666664,YANDEX,Yes
40,8865-TNMNX,Male,22,10,Yes,FTTB,No,No,1,1486.5,2602660,18951991.0,25269322.0,81333.125,108444.16666666667,TWITTER,No
41,9489-DEDVP,Female,30,70,Yes,FTTB,Yes,No,2,2076.0,2265374,16495950.0,21994600.0,70792.9375,94390.58333333333,GOOGLE,No
42,9867-JCZSP,Female,44,17,Yes,DOCSIS,No,No,2,622.5,2285855,16645088.0,22193451.0,71432.96875,95243.95833333333,YANDEX,No
43,4671-VJLCL,Female,38,63,Yes,FTTB,Yes,No,0,2395.5,2995639,21813577.0,29084770.0,93613.71875,124818.29166666667,HTTP,No
44,4080-IIARD,Female,29,13,Yes,FTTB,Yes,No,0,2286.0,1975204,14382996.0,19177329.0,61725.125,82300.16666666667,NFS,No
45,3714-NTNFO,Female,40,49,Yes,DSL,No,Yes,2,2535.0,1314787,9573986.0,12765316.0,41087.09375,54782.791666666664,RDP,No
46,5948-UJZLF,Male,20,2,Yes,FTTB,No,No,1,1477.5,1723999,12553777.0,16738370.0,53874.96875,71833.29166666667,APPLE,No
47,7760-OYPDY,Female,53,2,Yes,DSL,Yes,No,2,2419.5,1577916,11490033.0,15320045.0,49309.875,65746.5,SSL_NO_CERT,Yes
48,7639-LIAYI,Male,18,52,Yes,FTTB,Yes,Yes,0,2392.5,2846954,20730886.0,27641182.0,88967.3125,118623.08333333333,HTTP,No
49,2954-PIBKO,Female,21,69,Yes,FTTB,No,No,0,1924.5,1993718,14517811.0,19357082.0,62303.6875,83071.58333333333,DNS,No
50,8012-SOUDQ,Female,21,43,Yes,DSL,Yes,No,1,2707.5,3073859,22383158.0,29844211.0,96058.09375,128077.45833333333,IMAP,No
51,9420-LOJKX,Female,37,15,Yes,DSL,Yes,Yes,0,2973.0,743965,5417387.0,7223184.0,23248.90625,30998.541666666668,HTTP,Yes
52,6575-SUVOI,Female,37,25,Yes,FTTB,Yes,No,1,2085.0,1583867,11533367.0,15377823.0,49495.84375,65994.45833333333,FTP_DATA,No
53,7495-OOKFY,Female,29,8,Yes,DSL,No,No,2,2419.5,1360728,9908518.0,13211359.0,42522.75,56697.0,YANDEX,Yes
54,4667-QONEA,Female,21,60,Yes,FTTB,No,Yes,0,2245.5,964869,7025961.0,9367949.0,30152.15625,40202.875,SKYPE,No
55,1658-BYGOY,Male,50,18,Yes,DSL,Yes,Yes,1,2863.5,1513814,11023257.0,14697676.0,47306.6875,63075.583333333336,NetBIOS,Yes
56,8769-KKTPH,Female,44,63,Yes,DSL,Yes,Yes,2,2989.5,2817150,20513860.0,27351814.0,88035.9375,117381.25,SKYPE,No
57,5067-XJQFU,Male,62,66,Yes,DSL,Yes,Yes,0,3253.5,2092784,15239188.0,20318917.0,65399.5,87199.33333333333,HTTP_PROXY,No
58,3957-SQXML,Female,38,34,Yes,DOCSIS,No,No,2,748.5,2338458,17028131.0,22704175.0,73076.8125,97435.75,SSL,No
59,5954-BDFSG,Female,27,72,Yes,DSL,Yes,Yes,1,3225.0,2250516,16387757.0,21850343.0,70328.625,93771.5,MSSQL,No
60,0434-CSFON,Female,55,47,Yes,DSL,Yes,Yes,2,3015.0,1947066,14178101.0,18904136.0,60845.8125,81127.75,STARCRAFT,No
61,1215-FIGMP,Male,39,60,Yes,DSL,Yes,No,0,2697.0,2415734,17590838.0,23454451.0,75491.6875,100655.58333333333,SMTP,No
62,0526-SXDJP,Male,45,72,No,FTTB,No,No,0,1263.0,2395713,17445049.0,23260066.0,74866.03125,99821.375,NFS,No
63,0557-ASKVU,Female,45,18,Yes,FTTB,No,No,0,1632.0,1690123,12307100.0,16409467.0,52816.34375,70421.79166666667,ORACLE,No
64,5698-BQJOH,Female,55,9,Yes,DSL,Yes,Yes,0,2832.0,1879504,13686130.0,18248174.0,58734.5,78312.66666666667,APPLE_ICLOUD,Yes
65,5122-CYFXA,Female,51,3,Yes,FTTB,Yes,Yes,1,2259.0,2232511,16256648.0,21675532.0,69765.96875,93021.29166666667,FTP_DATA,No
66,8627-ZYGSZ,Male,57,47,Yes,DSL,No,No,2,2367.0,2113025,15386578.0,20515438.0,66032.03125,88042.70833333333,HTTP,No
67,3410-YOQBQ,Female,61,31,Yes,FTTB,Yes,Yes,1,2376.0,2982442,21717479.0,28956640.0,93201.3125,124268.41666666667,SMTP,No
68,3170-NMYVV,Female,54,50,Yes,DOCSIS,No,No,1,604.5,2603505,18958144.0,25277526.0,81359.53125,108479.375,WHATSAPP,No
69,7410-OIEDU,Male,49,10,Yes,DSL,No,No,2,2395.5,1623241,11820080.0,15760107.0,50726.28125,67635.04166666667,WHATSAPP,No
70,2273-QCKXA,Male,49,1,Yes,FTTB,No,No,2,1471.5,2154589,15689238.0,20918984.0,67330.90625,89774.54166666667,BitTorrent,No
71,0731-EBJQB,Female,53,52,Yes,DOCSIS,No,No,1,612.0,1376663,10024554.0,13366072.0,43020.71875,57360.958333333336,NFS,No
72,1891-QRQSA,Male,51,64,Yes,DSL,Yes,Yes,2,3348.0,2838618,20670185.0,27560247.0,88706.8125,118275.75,OPENVPN,No
73,8028-PNXHQ,Male,22,62,Yes,DOCSIS,No,No,2,727.5,1690723,12311469.0,16415292.0,52835.09375,70446.79166666667,APPLE_ITUNES,No
74,5630-AHZIL,Female,24,3,Yes,FTTB,No,Yes,2,1935.0,2209644,16090136.0,21453515.0,69051.375,92068.5,YANDEX,No
75,2673-CXQEU,Female,51,56,Yes,DSL,Yes,Yes,0,3315.0,1285803,9362931.0,12483909.0,40181.34375,53575.125,WHATSAPP,No
76,6416-JNVRK,Female,21,46,Yes,FTTB,No,Yes,1,1669.5,1745333,12709127.0,16945503.0,54541.65625,72722.20833333333,MQTT,No
77,5590-ZSKRV,Female,36,8,Yes,FTTB,No,No,1,1639.5,961630,7002375.0,9336501.0,30050.9375,40067.916666666664,WINDOWS_UPDATE,No
78,0191-ZHSKZ,Male,59,30,Yes,FTTB,Yes,Yes,0,2242.5,910754,6631908.0,8842544.0,28461.0625,37948.083333333336,DNS,No
79,3887-PBQAO,Female,19,45,Yes,DOCSIS,No,No,1,777.0,2749013,20017701.0,26690269.0,85906.65625,114542.20833333333,FTP,No
80,5919-TMRGD,Female,53,1,Yes,DSL,Yes,No,0,2380.5,720131,5243833.0,6991779.0,22504.09375,30005.458333333332,RDP,Yes
81,8108-UXRQN,Female,34,11,No,FTTB,Yes,Yes,1,1516.5,2072039,15088127.0,20117503.0,64751.21875,86334.95833333333,ORACLE,No
